Player1;Nothing;Perception;...
Player1;...;Move;N
Player1;Nothing;Perception;...
Player1;...;Move;S
Player1;Nothing;Perception;...
Player1;...;Move;N
Player1;Nothing;Perception;...
Player1;...;Move;L
